"Order_Date","Order_Time_Placed","Order_Time_Picked","Delivery_Duration","Order_Type","Delivery_Person_Age","Delivery_Person_Ratings","Delivery_Person_Tenure","Vehicle_Type","Vehicle_Condition","Festival","Location_Type","Weather_Conditions","Road_Traffic_Conditions","Multiple_Deliveries"
"2/03/2022","23:35:00","23:40:00",19,"Drinks ",29,4.8,22,"motorcycle ",0,"No ","Metropolitian ","Stormy","Low ",1
"27/03/2022","23:30:00","23:45:00",20,"Snack ",20,4.5,19,"motorcycle ",0,"No ","Metropolitian ","Sunny","Low ",1
"17/03/2022","19:20:00","19:35:00",21,"Meal ",20,5,6,"motorcycle ",0,"No ","Metropolitian ","Cloudy","Jam ",0
"11/02/2022","21:30:00","21:40:00",22,"Drinks ",21,4.8,16,"scooter ",2,"No ","Urban ","Sandstorms","Jam ",1
"16/02/2022","23:35:00","23:40:00",31,"Drinks ",30,4.4,5,"motorcycle ",2,"No ","Metropolitian ","Fog","Low ",1
"18/03/2022","20:35:00","20:40:00",44,"Meal ",39,5,18,"scooter ",2,"No ","Metropolitian ","Cloudy","Jam ",2
"15/02/2022","20:45:00","20:55:00",28,"Snack ",28,4.7,7,"motorcycle ",0,"No ","Metropolitian ","Fog","Jam ",1
"7/03/2022","22:15:00","22:30:00",13,"Meal ",22,4.5,4,"motorcycle ",1,"No ","Urban ","Stormy","Low ",1
"24/03/2022","18:25:00","18:35:00",13,"Meal ",28,4.8,14,"scooter ",2,"No ","Metropolitian ","Sunny","Medium ",1
"18/03/2022","21:55:00","22:05:00",43,"Snack ",31,4,15,"motorcycle ",1,"Yes ","Metropolitian ","Cloudy","Jam ",1
"6/03/2022","23:10:00","23:15:00",21,"Snack ",24,4.7,21,"motorcycle ",0,"No ","Metropolitian ","Windy","Low ",1
"30/03/2022","23:55:00","0:05:00",11,"Buffet ",23,5,21,"motorcycle ",1,"No ","Metropolitian ","Fog","Low ",1
"14/02/2022","23:25:00","23:35:00",22,"Meal ",27,5,4,"motorcycle ",0,"No ","Metropolitian ","Stormy","Low ",1
"5/03/2022","20:10:00","20:25:00",30,"Meal ",35,4.5,19,"scooter ",1,"No ","Metropolitian ","Windy","Jam ",0
"5/03/2022","10:25:00","10:40:00",10,"Snack ",35,4.7,18,"scooter ",2,"No ","Metropolitian ","Sunny","Low ",0
"21/03/2022","17:15:00","17:20:00",25,"Snack ",29,5,13,"scooter ",2,"No ","Metropolitian ","Stormy","Medium ",1
"2/04/2022","19:00:00","19:15:00",28,"Snack ",27,4.6,23,"motorcycle ",1,"No ","Metropolitian ","Cloudy","Medium ",1
"10/03/2022","19:25:00","19:35:00",16,"Buffet ",23,4.7,23,"motorcycle ",2,"No ","Urban ","Sandstorms","Jam ",1
"26/03/2022","22:35:00","22:40:00",22,"Drinks ",26,4,22,"motorcycle ",0,"No ","Metropolitian ","Stormy","Low ",1
"2/03/2022","21:30:00","21:45:00",43,"Drinks ",35,4.9,14,"scooter ",2,"No ","Metropolitian ","Fog","Jam ",1
"26/03/2022","20:50:00","21:05:00",34,"Drinks ",30,4.9,7,"motorcycle ",0,"No ","Metropolitian ","Fog","Jam ",0
"6/04/2022","20:40:00","20:55:00",32,"Snack ",21,4,3,"motorcycle ",0,"No ","Metropolitian ","Stormy","Jam ",0
"15/03/2022","18:20:00","18:30:00",15,"Buffet ",29,4.8,15,"motorcycle ",1,"No ","Metropolitian ","Sunny","Medium ",0
"6/04/2022","21:55:00","22:00:00",28,"Meal ",21,4.8,19,"motorcycle ",0,"No ","Metropolitian ","Stormy","Jam ",1
"4/03/2022","19:50:00","20:05:00",45,"Snack ",25,4.8,14,"motorcycle ",0,"No ","Metropolitian ","Stormy","Jam ",0
"20/03/2022","23:00:00","23:10:00",16,"Meal ",36,4.8,21,"scooter ",2,"No ","Urban ","Stormy","Low ",1
"13/03/2022","9:30:00","9:40:00",19,"Drinks ",23,4.7,21,"scooter ",1,"No ","Urban ","Stormy","Low ",1
"3/03/2022","8:20:00","8:35:00",21,"Buffet ",30,4.6,13,"electric_scooter ",2,"No ","Metropolitian ","Windy","Low ",1
"1/03/2022","18:45:00","18:55:00",32,"Drinks ",38,4.7,23,"motorcycle ",0,"No ","Metropolitian ","Stormy","Medium ",1
"11/03/2022","11:10:00","11:25:00",10,"Buffet ",26,4.7,16,"motorcycle ",1,"No ","Urban ","Sunny","High ",0
"13/03/2022","22:45:00","23:00:00",15,"Snack ",27,4.8,13,"scooter ",2,"No ","Metropolitian ","Windy","Low ",0
"4/03/2022","17:45:00","18:00:00",40,"Snack ",35,5,23,"motorcycle ",1,"No ","Metropolitian ","Fog","Medium ",1
"18/03/2022","19:20:00","19:25:00",41,"Snack ",35,4.1,13,"motorcycle ",0,"No ","Metropolitian ","Sandstorms","Jam ",1
"11/03/2022","13:10:00","13:20:00",23,"Meal ",24,4.8,21,"motorcycle ",1,"No ","Metropolitian ","Sandstorms","High ",0
"31/03/2022","17:55:00","18:10:00",15,"Buffet ",23,4.6,23,"electric_scooter ",2,"No ","Metropolitian ","Windy","Medium ",0
"24/03/2022","19:30:00","19:35:00",39,"Buffet ",34,4.3,13,"motorcycle ",1,"No ","Metropolitian ","Fog","Jam ",1
"12/03/2022","18:35:00","18:45:00",23,"Snack ",26,4.7,23,"scooter ",1,"No ","Metropolitian ","Sandstorms","Medium ",1
"12/03/2022","18:00:00","18:10:00",24,"Meal ",34,5,21,"motorcycle ",1,"No ","Metropolitian ","Stormy","Medium ",0
"23/03/2022","19:20:00","19:25:00",42,"Drinks ",35,4.1,2,"motorcycle ",0,"No ","Metropolitian ","Stormy","Jam ",0
"16/03/2022","22:25:00","22:30:00",32,"Meal ",33,3.1,13,"motorcycle ",0,"No ","Metropolitian ","Sunny","Low ",2
"18/02/2022","20:10:00","20:15:00",20,"Drinks ",25,4.5,7,"scooter ",2,"No ","Metropolitian ","Fog","Jam ",1
"19/03/2022","18:10:00","18:25:00",22,"Drinks ",22,4.9,15,"electric_scooter ",2,"No ","Urban ","Sandstorms","Medium ",1
"3/04/2022","16:45:00","16:55:00",15,"Drinks ",22,4.8,22,"motorcycle ",0,"No ","Metropolitian ","Sunny","Medium ",0
"3/03/2022","15:00:00","15:05:00",34,"Meal ",35,4,5,"scooter ",1,"No ","Urban ","Fog","High ",1
"14/02/2022","17:20:00","17:25:00",26,"Snack ",24,4.6,5,"scooter ",2,"No ","Metropolitian ","Stormy","Medium ",1
"5/03/2022","11:00:00","11:15:00",18,"Snack ",28,4.8,17,"scooter ",1,"No ","Metropolitian ","Sunny","Low ",1
"12/02/2022","17:45:00","18:00:00",30,"Snack ",24,4.7,16,"motorcycle ",0,"No ","Urban ","Fog","Medium ",1
"1/03/2022","22:45:00","22:55:00",18,"Drinks ",37,4.8,9,"motorcycle ",1,"No ","Metropolitian ","Fog","Low ",1
"4/03/2022","17:40:00","17:50:00",18,"Meal ",31,4.6,14,"motorcycle ",1,"No ","Metropolitian ","Sunny","Medium ",0
"24/03/2022","21:10:00","21:25:00",24,"Drinks ",24,4.9,18,"motorcycle ",2,"No ","Metropolitian ","Cloudy","Jam ",1
"3/04/2022","18:00:00","18:05:00",29,"Snack ",38,4.5,21,"motorcycle ",0,"No ","Urban ","Fog","Medium ",1
"13/03/2022","14:50:00","15:00:00",24,"Drinks ",21,4.5,14,"motorcycle ",0,"No ","Metropolitian ","Stormy","High ",0
"4/03/2022","22:45:00","22:50:00",17,"Meal ",25,4.6,14,"motorcycle ",0,"No ","Metropolitian ","Sandstorms","Low ",1
"25/03/2022","17:10:00","17:25:00",36,"Meal ",32,4.7,5,"motorcycle ",0,"No ","Metropolitian ","Cloudy","Medium ",2
"4/04/2022","20:10:00","20:20:00",42,"Meal ",29,4.7,22,"motorcycle ",0,"No ","Metropolitian ","Fog","Jam ",0
"26/03/2022","23:55:00","0:10:00",19,"Meal ",28,4.2,23,"motorcycle ",0,"No ","Metropolitian ","Stormy","Low ",1
"2/03/2022","20:40:00","20:50:00",33,"Buffet ",28,4.8,13,"scooter ",2,"No ","Metropolitian ","Fog","Jam ",0
"24/03/2022","8:50:00","8:55:00",20,"Meal ",31,4.6,19,"scooter ",1,"No ","Urban ","Stormy","Low ",1
"13/03/2022","23:40:00","23:45:00",12,"Meal ",25,4.8,23,"motorcycle ",1,"No ","Metropolitian ","Sandstorms","Low ",1
"27/03/2022","21:55:00","22:10:00",43,"Buffet ",35,3.9,5,"motorcycle ",1,"No ","Metropolitian ","Stormy","Jam ",1
"24/03/2022","20:45:00","21:00:00",39,"Meal ",32,4.3,3,"electric_scooter ",2,"No ","Urban ","Fog","Jam ",1
"1/04/2022","21:25:00","21:35:00",34,"Snack ",31,4.4,8,"scooter ",2,"No ","Metropolitian ","Sandstorms","Jam ",1
"26/03/2022","16:20:00","16:30:00",19,"Drinks ",30,4.5,1,"scooter ",2,"No ","Urban ","Fog","Medium ",0
"1/03/2022","14:15:00","14:25:00",19,"Drinks ",39,4.8,22,"scooter ",1,"No ","Metropolitian ","Sunny","High ",1
"29/03/2022","18:35:00","18:50:00",22,"Drinks ",21,4.6,18,"motorcycle ",1,"No ","Metropolitian ","Windy","Medium ",1
"14/03/2022","20:20:00","20:30:00",42,"Meal ",39,4.7,9,"motorcycle ",0,"No ","Metropolitian ","Stormy","Jam ",2
"11/03/2022","9:40:00","9:45:00",16,"Meal ",25,4.5,3,"electric_scooter ",2,"No ","Urban ","Stormy","Low ",1
"15/02/2022","8:25:00","8:40:00",22,"Buffet ",28,4.7,16,"scooter ",2,"No ","Urban ","Sunny","Low ",0
"18/03/2022","20:55:00","21:00:00",30,"Snack ",29,4.5,2,"scooter ",2,"No ","Urban ","Cloudy","Jam ",1
"16/03/2022","21:15:00","21:20:00",26,"Meal ",24,4.9,17,"motorcycle ",0,"No ","Metropolitian ","Sandstorms","Jam ",0
"2/04/2022","18:40:00","18:45:00",47,"Meal ",34,4.7,7,"motorcycle ",0,"No ","Metropolitian ","Windy","Medium ",1
"10/03/2022","19:15:00","19:25:00",15,"Snack ",21,4.7,21,"motorcycle ",1,"No ","Urban ","Sunny","Jam ",1
"27/03/2022","18:40:00","18:55:00",37,"Buffet ",31,4.4,9,"motorcycle ",2,"No ","Metropolitian ","Windy","Medium ",1
"2/04/2022","18:20:00","18:30:00",16,"Buffet ",30,4.8,18,"scooter ",1,"No ","Urban ","Sunny","Medium ",0
"1/03/2022","10:10:00","10:25:00",13,"Drinks ",21,5,17,"scooter ",1,"No ","Urban ","Windy","Low ",1
"30/03/2022","8:50:00","9:00:00",18,"Meal ",29,4.9,23,"scooter ",1,"No ","Metropolitian ","Sunny","Low ",1
"1/03/2022","14:55:00","15:00:00",13,"Drinks ",27,5,21,"motorcycle ",1,"No ","Urban ","Stormy","High ",1
"4/04/2022","19:45:00","19:50:00",17,"Snack ",20,4.6,22,"motorcycle ",1,"No ","Metropolitian ","Sunny","Jam ",1
"15/03/2022","20:45:00","20:55:00",25,"Buffet ",22,4.7,23,"electric_scooter ",2,"No ","Metropolitian ","Windy","Jam ",1
"4/03/2022","22:55:00","23:05:00",36,"Buffet ",33,5,19,"motorcycle ",0,"No ","Metropolitian ","Fog","Low ",1
"5/03/2022","15:30:00","15:45:00",15,"Snack ",21,4.8,16,"motorcycle ",0,"No ","Metropolitian ","Stormy","Medium ",1
"15/02/2022","23:10:00","23:15:00",11,"Drinks ",27,4.5,2,"scooter ",1,"No ","Metropolitian ","Sandstorms","Low ",0
"6/04/2022","17:10:00","17:25:00",22,"Drinks ",21,4.8,17,"motorcycle ",0,"No ","Metropolitian ","Windy","Medium ",0
"27/03/2022","23:15:00","23:30:00",37,"Snack ",32,4.1,6,"motorcycle ",0,"No ","Urban ","Cloudy","Low ",1
"2/04/2022","19:35:00","19:40:00",26,"Buffet ",30,4.9,19,"scooter ",2,"No ","Metropolitian ","Windy","Jam ",1
"25/03/2022","17:40:00","17:50:00",28,"Meal ",38,4.9,16,"motorcycle ",0,"No ","Metropolitian ","Sunny","Medium ",0
"8/03/2022","17:15:00","17:30:00",36,"Drinks ",37,4.9,19,"motorcycle ",0,"No ","Metropolitian ","Sunny","Medium ",1
"3/03/2022","10:55:00","11:05:00",16,"Drinks ",21,4.7,14,"motorcycle ",2,"No ","Metropolitian ","Sandstorms","Low ",1
"12/03/2022","22:00:00","22:15:00",20,"Buffet ",21,4.6,18,"motorcycle ",2,"No ","Urban ","Stormy","Jam ",1
"3/03/2022","11:10:00","11:20:00",25,"Buffet ",22,5,15,"motorcycle ",0,"No ","Metropolitian ","Fog","High ",1
"10/03/2022","20:35:00","20:40:00",29,"Meal ",22,5,9,"scooter ",1,"No ","Metropolitian ","Sandstorms","Jam ",0
"25/03/2022","22:55:00","23:10:00",23,"Meal ",29,4.7,23,"motorcycle ",0,"No ","Metropolitian ","Windy","Low ",1
"25/03/2022","17:45:00","18:00:00",34,"Snack ",34,4.7,3,"motorcycle ",0,"No ","Metropolitian ","Stormy","Medium ",1
"27/03/2022","20:55:00","21:10:00",48,"Meal ",33,4.8,3,"motorcycle ",0,"Yes ","Metropolitian ","Windy","Jam ",3
"13/03/2022","14:35:00","14:40:00",34,"Meal ",32,4.1,4,"electric_scooter ",2,"No ","Metropolitian ","Windy","High ",2
"29/03/2022","19:35:00","19:40:00",47,"Meal ",31,4.7,5,"scooter ",2,"No ","Metropolitian ","Cloudy","Jam ",2
"11/02/2022","18:30:00","18:45:00",26,"Drinks ",26,4.9,2,"scooter ",2,"No ","Metropolitian ","Stormy","Medium ",1
"15/03/2022","19:30:00","19:35:00",16,"Buffet ",36,4.8,12,"electric_scooter ",2,"No ","Metropolitian ","Sunny","Jam ",1
"24/03/2022","10:35:00","10:50:00",10,"Buffet ",20,4.5,22,"motorcycle ",0,"No ","Metropolitian ","Sunny","Low ",1
"1/03/2022","9:15:00","9:20:00",22,"Meal ",37,4.9,22,"motorcycle ",0,"No ","Metropolitian ","Fog","Low ",1
"15/02/2022","11:00:00","11:05:00",11,"Buffet ",31,4.8,17,"scooter ",1,"No ","Urban ","Sunny","Low ",0
"24/03/2022","8:45:00","9:00:00",22,"Drinks ",39,4.5,17,"scooter ",2,"No ","Metropolitian ","Stormy","Low ",1
"8/03/2022","23:30:00","23:40:00",34,"Snack ",29,2.5,8,"motorcycle ",1,"No ","Metropolitian ","Sunny","Low ",0
"2/03/2022","20:35:00","20:50:00",15,"Meal ",22,4.6,21,"motorcycle ",2,"No ","Metropolitian ","Sunny","Jam ",1
"31/03/2022","21:50:00","21:55:00",44,"Meal ",38,3.5,22,"scooter ",1,"No ","Urban ","Stormy","Jam ",1
"1/03/2022","10:55:00","11:00:00",17,"Snack ",35,5,15,"motorcycle ",2,"No ","Metropolitian ","Stormy","Low ",1
"3/04/2022","18:30:00","18:45:00",17,"Meal ",26,4.8,18,"motorcycle ",2,"No ","Metropolitian ","Sunny","Medium ",0
"11/02/2022","11:45:00","12:00:00",27,"Snack ",32,4.6,5,"scooter ",1,"No ","Metropolitian ","Sandstorms","High ",1
"2/03/2022","17:55:00","18:10:00",39,"Meal ",35,4.3,15,"motorcycle ",0,"No ","Metropolitian ","Sunny","Medium ",1
"3/03/2022","19:50:00","20:00:00",27,"Meal ",26,4.8,16,"scooter ",2,"No ","Metropolitian ","Fog","Jam ",1
"15/02/2022","11:50:00","12:00:00",29,"Drinks ",25,4.9,5,"scooter ",2,"No ","Metropolitian ","Stormy","High ",1
"29/03/2022","21:25:00","21:40:00",44,"Drinks ",34,4.6,13,"motorcycle ",0,"No ","Metropolitian ","Sandstorms","Jam ",0
"2/03/2022","20:45:00","20:55:00",26,"Buffet ",37,4.6,14,"motorcycle ",2,"No ","Metropolitian ","Sunny","Jam ",1
"31/03/2022","17:50:00","18:05:00",36,"Drinks ",36,4.2,21,"scooter ",1,"No ","Urban ","Windy","Medium ",1
"3/04/2022","17:20:00","17:35:00",17,"Buffet ",22,4.7,22,"scooter ",2,"No ","Metropolitian ","Sunny","Medium ",1
"18/03/2022","21:10:00","21:25:00",42,"Buffet ",25,4.7,16,"electric_scooter ",2,"No ","Metropolitian ","Cloudy","Jam ",1
"5/03/2022","21:35:00","21:50:00",33,"Snack ",38,4.6,16,"motorcycle ",1,"No ","Urban ","Stormy","Jam ",1
"14/02/2022","21:15:00","21:20:00",32,"Snack ",20,4.8,4,"scooter ",1,"No ","Metropolitian ","Fog","Jam ",1
"15/03/2022","9:20:00","9:35:00",18,"Snack ",20,4.8,13,"motorcycle ",1,"No ","Metropolitian ","Cloudy","Low ",0
"13/02/2022","9:25:00","9:40:00",28,"Meal ",34,4.9,3,"scooter ",2,"No ","Metropolitian ","Sandstorms","Low ",1
"21/03/2022","11:10:00","11:15:00",28,"Snack ",39,4.7,13,"motorcycle ",2,"No ","Metropolitian ","Stormy","High ",1
"25/03/2022","18:40:00","18:45:00",32,"Drinks ",37,4.4,6,"electric_scooter ",2,"No ","Urban ","Fog","Medium ",0
"26/03/2022","18:50:00","19:00:00",11,"Drinks ",29,4.5,23,"scooter ",2,"No ","Metropolitian ","Sunny","Medium ",0
"3/04/2022","8:30:00","8:45:00",15,"Snack ",25,4.7,18,"scooter ",2,"No ","Metropolitian ","Windy","Low ",0
"6/03/2022","20:50:00","21:05:00",22,"Snack ",20,4.5,22,"scooter ",1,"No ","Metropolitian ","Sunny","Jam ",0
"12/02/2022","19:20:00","19:25:00",37,"Buffet ",29,4.8,6,"motorcycle ",0,"No ","Metropolitian ","Stormy","Jam ",1
"8/03/2022","18:55:00","19:05:00",17,"Snack ",27,4.7,22,"scooter ",1,"No ","Urban ","Stormy","Medium ",0
"9/03/2022","14:25:00","14:30:00",38,"Meal ",23,4.1,1,"motorcycle ",0,"No ","Metropolitian ","Windy","High ",1
"23/03/2022","22:45:00","22:50:00",10,"Snack ",21,4.6,21,"scooter ",2,"No ","Urban ","Sandstorms","Low ",0
"11/02/2022","19:25:00","19:30:00",30,"Snack ",35,5,4,"electric_scooter ",2,"No ","Metropolitian ","Fog","Jam ",1
"15/03/2022","9:50:00","10:05:00",29,"Buffet ",37,5,19,"motorcycle ",0,"No ","Urban ","Fog","Low ",1
"14/03/2022","18:50:00","19:05:00",26,"Meal ",20,5,17,"scooter ",1,"No ","Urban ","Windy","Medium ",1
"19/03/2022","16:45:00","16:55:00",14,"Buffet ",27,4.8,3,"scooter ",1,"No ","Metropolitian ","Cloudy","Medium ",1
"6/03/2022","18:50:00","19:00:00",37,"Meal ",20,4.9,9,"motorcycle ",0,"No ","Metropolitian ","Fog","Medium ",2
"23/03/2022","18:15:00","18:20:00",36,"Snack ",30,4.3,13,"electric_scooter ",2,"No ","Metropolitian ","Fog","Medium ",1
"2/03/2022","19:20:00","19:25:00",20,"Snack ",27,4.5,23,"scooter ",2,"No ","Metropolitian ","Stormy","Jam ",1
"11/03/2022","11:15:00","11:25:00",27,"Drinks ",28,4.6,15,"electric_scooter ",2,"No ","Urban ","Windy","High ",1
"6/03/2022","19:00:00","19:10:00",43,"Drinks ",32,4.6,21,"motorcycle ",2,"No ","Urban ","Stormy","Medium ",2
"8/03/2022","22:40:00","22:45:00",27,"Meal ",32,4.6,21,"motorcycle ",1,"No ","Urban ","Stormy","Low ",0
"13/02/2022","22:30:00","22:45:00",15,"Drinks ",30,4.5,7,"motorcycle ",1,"No ","Metropolitian ","Stormy","Low ",0
"28/03/2022","16:55:00","17:05:00",11,"Meal ",27,4.6,21,"scooter ",2,"No ","Metropolitian ","Cloudy","Medium ",1
"26/03/2022","8:30:00","8:40:00",12,"Meal ",26,4.5,18,"scooter ",2,"No ","Metropolitian ","Stormy","Low ",1
"17/03/2022","11:50:00","11:55:00",38,"Drinks ",31,4.3,19,"motorcycle ",0,"No ","Metropolitian ","Stormy","High ",1
"28/03/2022","18:40:00","18:45:00",30,"Buffet ",30,4.5,8,"motorcycle ",0,"No ","Metropolitian ","Fog","Medium ",1
"9/03/2022","8:25:00","8:30:00",26,"Buffet ",22,4.4,23,"motorcycle ",0,"No ","Metropolitian ","Stormy","Low ",1
"29/03/2022","18:50:00","18:55:00",25,"Buffet ",21,4.8,23,"scooter ",1,"No ","Urban ","Fog","Medium ",1
"17/02/2022","14:45:00","14:50:00",11,"Meal ",28,5,19,"scooter ",1,"No ","Urban ","Stormy","High ",0
"1/03/2022","23:10:00","23:15:00",19,"Drinks ",30,4.7,16,"motorcycle ",1,"No ","Urban ","Cloudy","Low ",1
"24/03/2022","17:50:00","18:05:00",28,"Meal ",24,4.5,3,"scooter ",2,"No ","Urban ","Sandstorms","Medium ",0
"29/03/2022","22:10:00","22:20:00",15,"Snack ",31,4.7,6,"motorcycle ",1,"No ","Urban ","Stormy","Low ",1
"28/03/2022","23:20:00","23:35:00",15,"Buffet ",25,4.8,15,"scooter ",2,"No ","Metropolitian ","Sandstorms","Low ",1
"17/02/2022","19:25:00","19:35:00",24,"Snack ",22,5,5,"scooter ",2,"No ","Metropolitian ","Fog","Jam ",1
"12/02/2022","20:15:00","20:25:00",23,"Buffet ",33,4.9,7,"motorcycle ",1,"No ","Metropolitian ","Sunny","Jam ",0
"31/03/2022","23:00:00","23:15:00",29,"Meal ",31,4.6,7,"scooter ",1,"No ","Metropolitian ","Fog","Low ",1
"7/03/2022","13:35:00","13:50:00",21,"Drinks ",29,5,13,"motorcycle ",2,"No ","Metropolitian ","Sunny","High ",1
"25/03/2022","20:00:00","20:05:00",41,"Buffet ",39,4.7,1,"scooter ",1,"No ","Metropolitian ","Fog","Jam ",2
"17/03/2022","23:10:00","23:20:00",20,"Buffet ",37,4.8,22,"motorcycle ",2,"No ","Urban ","Sandstorms","Low ",1
"15/03/2022","20:30:00","20:35:00",31,"Buffet ",30,4.7,18,"motorcycle ",2,"No ","Metropolitian ","Fog","Jam ",1
"29/03/2022","22:20:00","22:35:00",20,"Buffet ",36,4.7,6,"scooter ",2,"No ","Urban ","Windy","Low ",1
"5/03/2022","8:40:00","8:45:00",17,"Meal ",28,4.9,18,"scooter ",1,"No ","Metropolitian ","Sunny","Low ",0
"18/02/2022","23:00:00","23:15:00",15,"Snack ",29,4.8,6,"scooter ",1,"No ","Metropolitian ","Windy","Low ",0
"25/03/2022","23:15:00","23:30:00",14,"Snack ",29,4.7,22,"scooter ",2,"No ","Metropolitian ","Sandstorms","Low ",1
"1/03/2022","9:35:00","9:45:00",26,"Drinks ",30,4.6,22,"motorcycle ",0,"No ","Metropolitian ","Sunny","Low ",0
"10/03/2022","19:40:00","19:50:00",35,"Snack ",38,4.4,6,"motorcycle ",2,"No ","Urban ","Fog","Jam ",1
"8/03/2022","21:35:00","21:50:00",39,"Drinks ",31,3.5,2,"scooter ",2,"Yes ","Metropolitian ","Stormy","Jam ",1
"14/03/2022","23:40:00","23:50:00",18,"Buffet ",28,4.5,2,"motorcycle ",1,"No ","Urban ","Windy","Low ",0
"30/03/2022","13:25:00","13:40:00",26,"Drinks ",24,4.5,9,"electric_scooter ",2,"No ","Metropolitian ","Fog","High ",1
"11/02/2022","16:55:00","17:00:00",34,"Meal ",38,4.8,9,"motorcycle ",1,"No ","Metropolitian ","Stormy","Medium ",0
"9/03/2022","21:40:00","21:55:00",32,"Meal ",28,4.6,17,"scooter ",2,"No ","Metropolitian ","Fog","Jam ",1
"12/02/2022","23:45:00","23:50:00",25,"Snack ",33,4.7,21,"motorcycle ",0,"No ","Urban ","Windy","Low ",1
"16/02/2022","23:15:00","23:25:00",22,"Meal ",33,4.5,9,"motorcycle ",0,"No ","Metropolitian ","Stormy","Low ",1
"15/02/2022","17:10:00","17:15:00",27,"Meal ",32,4.9,2,"motorcycle ",2,"No ","Metropolitian ","Windy","Medium ",0
"31/03/2022","22:15:00","22:25:00",22,"Meal ",27,4.8,12,"scooter ",1,"No ","Metropolitian ","Cloudy","Low ",1
"6/03/2022","22:25:00","22:40:00",36,"Snack ",35,3.8,6,"scooter ",2,"No ","Metropolitian ","Sunny","Low ",0
"17/03/2022","8:25:00","8:40:00",21,"Buffet ",33,4.6,6,"motorcycle ",1,"No ","Metropolitian ","Sandstorms","Low ",0
"12/02/2022","19:35:00","19:50:00",46,"Snack ",27,4.6,4,"motorcycle ",0,"Yes ","Metropolitian ","Fog","Jam ",1
"4/03/2022","19:30:00","19:35:00",19,"Drinks ",38,4.9,18,"motorcycle ",1,"No ","Metropolitian ","Sunny","Jam ",1
"8/03/2022","18:50:00","19:05:00",39,"Meal ",23,5,16,"motorcycle ",0,"No ","Metropolitian ","Fog","Medium ",1
"12/02/2022","18:35:00","18:40:00",26,"Meal ",20,4.6,3,"motorcycle ",0,"No ","Metropolitian ","Windy","Medium ",0
"19/03/2022","22:55:00","23:05:00",27,"Snack ",31,4.7,22,"motorcycle ",0,"No ","Urban ","Sunny","Low ",1
"4/04/2022","19:45:00","19:50:00",22,"Buffet ",20,4.6,19,"electric_scooter ",2,"No ","Metropolitian ","Stormy","Jam ",0
"4/03/2022","19:40:00","19:55:00",41,"Buffet ",38,3.8,2,"scooter ",2,"No ","Metropolitian ","Stormy","Jam ",1
"1/03/2022","20:10:00","20:25:00",12,"Buffet ",26,4.5,21,"scooter ",2,"No ","Metropolitian ","Stormy","Jam ",0
"26/03/2022","20:15:00","20:30:00",14,"Snack ",28,4.6,17,"electric_scooter ",2,"No ","Urban ","Stormy","Jam ",1
"15/03/2022","20:55:00","21:10:00",30,"Drinks ",24,4.7,18,"motorcycle ",0,"No ","Metropolitian ","Sandstorms","Jam ",0
"1/03/2022","22:20:00","22:30:00",17,"Drinks ",21,4.8,12,"electric_scooter ",2,"No ","Metropolitian ","Sunny","Low ",0
"5/03/2022","12:10:00","12:15:00",26,"Drinks ",36,4.8,9,"motorcycle ",2,"No ","Metropolitian ","Stormy","High ",1
"21/03/2022","13:20:00","13:35:00",27,"Meal ",32,4.9,22,"motorcycle ",1,"No ","Metropolitian ","Cloudy","High ",1
"13/02/2022","8:10:00","8:25:00",14,"Snack ",29,4.9,6,"electric_scooter ",2,"No ","Metropolitian ","Sandstorms","Low ",0
"3/04/2022","20:55:00","21:05:00",37,"Drinks ",35,5,11,"scooter ",1,"No ","Metropolitian ","Fog","Jam ",1
"17/03/2022","19:10:00","19:15:00",33,"Buffet ",34,4.2,5,"motorcycle ",0,"No ","Metropolitian ","Fog","Jam ",1
"4/03/2022","20:55:00","21:10:00",27,"Drinks ",22,4.6,12,"electric_scooter ",2,"No ","Metropolitian ","Sandstorms","Jam ",1
"28/03/2022","21:55:00","22:05:00",32,"Meal ",30,4.9,19,"scooter ",2,"No ","Urban ","Stormy","Jam ",1
"8/03/2022","22:35:00","22:50:00",27,"Buffet ",28,4.9,16,"scooter ",1,"No ","Metropolitian ","Fog","Low ",1
